Epoch,Loss,Train Accuracy,Test Accuracy,Time,Final Test Accuracy
1.0,0.38702210783958435,0.8438541666666667,0.8415,0.20930862426757812,0.8582
2.0,0.36230897903442383,0.866125,0.8583333333333333,0.11867976188659668,0.8582
3.0,0.34315499663352966,0.8738333333333334,0.8639166666666667,0.12109923362731934,0.8582
4.0,0.3180561065673828,0.8807916666666666,0.8693333333333333,0.12432169914245605,0.8582
5.0,0.31276944279670715,0.8829791666666666,0.8691666666666666,0.1215972900390625,0.8582
6.0,0.30650076270103455,0.8860625,0.8675,0.1256256103515625,0.8582
7.0,0.283614844083786,0.8834583333333333,0.8654166666666666,0.1196589469909668,0.8582
8.0,0.29506418108940125,0.880875,0.8613333333333333,0.1325371265411377,0.8582
9.0,0.26681119203567505,0.8918333333333334,0.86625,0.12784361839294434,0.8582
10.0,0.2719896733760834,0.8886875,0.8654166666666666,0.12757349014282227,0.8582
11.0,0.24007548391819,0.8803541666666667,0.8569166666666667,0.12995028495788574,0.8582
12.0,0.2729927897453308,0.8947916666666667,0.8674166666666666,0.12461400032043457,0.8582
13.0,0.2767389714717865,0.8840833333333333,0.86025,0.13361740112304688,0.8582
14.0,0.28580281138420105,0.8925833333333333,0.8694166666666666,0.12159180641174316,0.8582
15.0,0.2678731381893158,0.8875,0.86225,0.12060141563415527,0.8582
16.0,0.23949027061462402,0.8944791666666667,0.8648333333333333,0.12944698333740234,0.8582
17.0,0.23174065351486206,0.8954583333333334,0.8645,0.12866973876953125,0.8582
18.0,0.2367963194847107,0.894,0.8619166666666667,0.12148833274841309,0.8582
19.0,0.23124484717845917,0.8913333333333333,0.861,0.12069368362426758,0.8582
20.0,0.2339722067117691,0.8949583333333333,0.8615833333333334,0.11950469017028809,0.8582
21.0,0.20987576246261597,0.9008125,0.8655,0.12479996681213379,0.8582
22.0,0.18400995433330536,0.8979583333333333,0.8641666666666666,0.125579833984375,0.8582
23.0,0.20944423973560333,0.8995208333333333,0.86375,0.1265714168548584,0.8582
24.0,0.21121130883693695,0.9034791666666667,0.8679166666666667,0.12657690048217773,0.8582
25.0,0.2047194242477417,0.9025833333333333,0.8666666666666667,0.1255800724029541,0.8582
26.0,0.18796302378177643,0.8977083333333333,0.8624166666666667,0.12358641624450684,0.8582
27.0,0.18841369450092316,0.9065833333333333,0.8691666666666666,0.126723051071167,0.8582
28.0,0.22515787184238434,0.9040625,0.8664166666666666,0.12459111213684082,0.8582
29.0,0.22062166035175323,0.9049166666666667,0.8646666666666667,0.12248945236206055,0.8582
30.0,0.19155414402484894,0.9033958333333333,0.8645,0.14152741432189941,0.8582
31.0,0.1933716982603073,0.9073958333333333,0.8673333333333333,0.12440991401672363,0.8582
32.0,0.17704717814922333,0.9048333333333334,0.8629166666666667,0.1306014060974121,0.8582
33.0,0.21212714910507202,0.9006458333333334,0.8605,0.12259650230407715,0.8582
34.0,0.20107658207416534,0.9035416666666667,0.8618333333333333,0.12059617042541504,0.8582
35.0,0.1803823709487915,0.9035625,0.8600833333333333,0.12259149551391602,0.8582
36.0,0.18825696408748627,0.8995208333333333,0.86075,0.12062954902648926,0.8582
37.0,0.19413743913173676,0.9026458333333334,0.8593333333333333,0.12467670440673828,0.8582
38.0,0.1694221943616867,0.9020833333333333,0.855,0.12418484687805176,0.8582
39.0,0.16086329519748688,0.9093333333333333,0.861,0.12120389938354492,0.8582
40.0,0.1912950873374939,0.9009583333333333,0.86075,0.1255648136138916,0.8582
41.0,0.17316360771656036,0.9101875,0.8675,0.12359333038330078,0.8582
42.0,0.1592172235250473,0.9097708333333333,0.8640833333333333,0.12358522415161133,0.8582
43.0,0.16345910727977753,0.9124791666666666,0.867,0.11959505081176758,0.8582
44.0,0.14916355907917023,0.9116458333333334,0.8645833333333334,0.12069392204284668,0.8582
45.0,0.1695987433195114,0.9062291666666666,0.86,0.12266039848327637,0.8582
46.0,0.17611122131347656,0.909375,0.8641666666666666,0.12258553504943848,0.8582
47.0,0.16780054569244385,0.9080625,0.8625,0.12358593940734863,0.8582
48.0,0.17504726350307465,0.9023333333333333,0.8586666666666667,0.1255795955657959,0.8582
49.0,0.16864363849163055,0.8989583333333333,0.85275,0.12657666206359863,0.8582
50.0,0.18096818029880524,0.9007291666666667,0.8570833333333333,0.12458372116088867,0.8582
51.0,0.17295442521572113,0.8975833333333333,0.8566666666666667,0.12358689308166504,0.8582
52.0,0.16996203362941742,0.9055625,0.8638333333333333,0.12358665466308594,0.8582
53.0,0.19774127006530762,0.901125,0.8571666666666666,0.125579833984375,0.8582
54.0,0.15492619574069977,0.9090625,0.8638333333333333,0.12673711776733398,0.8582
