Epoch,Loss,Train Accuracy,Test Accuracy,Time,Final Test Accuracy
1.0,0.4624611437320709,0.7889166666666667,0.7823333333333333,0.2173783779144287,0.8286
2.0,0.3766588866710663,0.8200208333333333,0.8174166666666667,0.12383723258972168,0.8286
3.0,0.37961816787719727,0.8249791666666667,0.8221666666666667,0.12158536911010742,0.8286
4.0,0.3358558714389801,0.8264791666666667,0.82,0.1275806427001953,0.8286
5.0,0.39172568917274475,0.833375,0.8249166666666666,0.12659811973571777,0.8286
6.0,0.3875759541988373,0.8407291666666666,0.8275,0.11955547332763672,0.8286
7.0,0.3878387212753296,0.8393541666666666,0.8265,0.12254548072814941,0.8286
8.0,0.3683011531829834,0.8437916666666667,0.82925,0.13360905647277832,0.8286
9.0,0.36926034092903137,0.8540625,0.84075,0.12845158576965332,0.8286
10.0,0.3127753436565399,0.8516041666666667,0.83325,0.16654491424560547,0.8286
11.0,0.3711134195327759,0.8387708333333334,0.82275,0.1414933204650879,0.8286
12.0,0.33620262145996094,0.8460625,0.8305,0.12455296516418457,0.8286
13.0,0.35008904337882996,0.8552708333333333,0.8374166666666667,0.12504935264587402,0.8286
14.0,0.3379913866519928,0.8555416666666666,0.835,0.12059664726257324,0.8286
15.0,0.33159127831459045,0.8535416666666666,0.83375,0.11860227584838867,0.8286
16.0,0.3512013852596283,0.8502291666666667,0.8291666666666667,0.12258529663085938,0.8286
17.0,0.33055469393730164,0.8600208333333333,0.8415833333333333,0.11959958076477051,0.8286
18.0,0.30323848128318787,0.8557291666666667,0.83425,0.12159061431884766,0.8286
19.0,0.29883894324302673,0.856875,0.8330833333333333,0.12458324432373047,0.8286
20.0,0.32272520661354065,0.8520625,0.8315,0.12159395217895508,0.8286
21.0,0.301296204328537,0.8587708333333334,0.8358333333333333,0.12674975395202637,0.8286
22.0,0.3023137152194977,0.8588125,0.8373333333333334,0.13953924179077148,0.8286
23.0,0.29433485865592957,0.8447083333333333,0.8245833333333333,0.1306440830230713,0.8286
24.0,0.32092076539993286,0.8609583333333334,0.83675,0.13033127784729004,0.8286
25.0,0.3103243112564087,0.8517916666666666,0.8285833333333333,0.12957096099853516,0.8286
26.0,0.3198534846305847,0.8551458333333334,0.8310833333333333,0.13452529907226562,0.8286
27.0,0.31715354323387146,0.8539166666666667,0.8303333333333334,0.1285698413848877,0.8286
28.0,0.2978004515171051,0.8582083333333334,0.8299166666666666,0.13380765914916992,0.8286
29.0,0.31215205788612366,0.8531875,0.8310833333333333,0.13459396362304688,0.8286
30.0,0.3072344660758972,0.8554375,0.8304166666666667,0.1355910301208496,0.8286
31.0,0.2940339148044586,0.8616458333333333,0.8375,0.13055944442749023,0.8286
32.0,0.3121304214000702,0.857,0.8355,0.13449740409851074,0.8286
33.0,0.33143851161003113,0.861125,0.8344166666666667,0.12964272499084473,0.8286
34.0,0.3299056887626648,0.8555208333333333,0.8295833333333333,0.13380885124206543,0.8286
35.0,0.320591002702713,0.85825,0.83325,0.132462739944458,0.8286
36.0,0.3085576295852661,0.8641666666666666,0.8385,0.13763117790222168,0.8286
37.0,0.32081010937690735,0.8594791666666667,0.832,0.1337754726409912,0.8286
38.0,0.31799373030662537,0.8622916666666667,0.83475,0.12358665466308594,0.8286
39.0,0.34152403473854065,0.8579375,0.8314166666666667,0.12159276008605957,0.8286
40.0,0.3227318227291107,0.858625,0.8346666666666667,0.12657666206359863,0.8286
41.0,0.31108155846595764,0.8574791666666667,0.8298333333333333,0.1280229091644287,0.8286
