mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_fit_intercept,param_intercept_scaling,param_penalty,param_random_state,param_solver,param_tol,param_warm_start,param_dual,param_l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,mean_train_score,std_train_score
0.009468615055084229,0.0035588624000699406,0.004236042499542236,0.0008259510988245312,0.01,,True,1.0,l1,42,liblinear,0.0001,True,,,"{'C': 0.01, 'class_weight': None, 'fit_intercept': True, 'intercept_scaling': 1, 'penalty': 'l1', 'random_state': 42, 'solver': 'liblinear', 'tol': 0.0001, 'warm_start': True}",0.7802690582959642,0.8071748878923767,0.7757847533632287,0.8018018018018018,0.791257625338343,0.01346010101475592,1673,0.7949101796407185,0.7859281437125748,0.7964071856287425,0.7877428998505231,0.7912471022081398,0.004489302585739661
0.009468555450439453,0.0016531602064710853,0.003986537456512451,0.0007046953549962926,0.01,,True,1.0,l1,42,liblinear,0.0001,False,,,"{'C': 0.01, 'class_weight': None, 'fit_intercept': True, 'intercept_scaling': 1, 'penalty': 'l1', 'random_state': 42, 'solver': 'liblinear', 'tol': 0.0001, 'warm_start': False}",0.7802690582959642,0.8071748878923767,0.7757847533632287,0.8018018018018018,0.791257625338343,0.01346010101475592,1673,0.7949101796407185,0.7859281437125748,0.7964071856287425,0.7877428998505231,0.7912471022081398,0.004489302585739661
0.007225751876831055,0.001086336628569839,0.0037376880645751953,0.0008264004279444439,0.01,,True,5.0,l1,42,liblinear,0.0001,True,,,"{'C': 0.01, 'class_weight': None, 'fit_intercept': True, 'intercept_scaling': 5, 'penalty': 'l1', 'random_state': 42, 'solver': 'liblinear', 'tol': 0.0001, 'warm_start': True}",0.7802690582959642,0.8071748878923767,0.7757847533632287,0.7792792792792793,0.7856269947077124,0.012551716905800878,1753,0.7949101796407185,0.7859281437125748,0.7964071856287425,0.7892376681614349,0.7916207942858677,0.004237191250534355
0.007974088191986084,0.0023376674043578895,0.0037375688552856445,0.0010859810755293382,0.01,,True,5.0,l1,42,liblinear,0.0001,False,,,"{'C': 0.01, 'class_weight': None, 'fit_intercept': True, 'intercept_scaling': 5, 'penalty': 'l1', 'random_state': 42, 'solver': 'liblinear', 'tol': 0.0001, 'warm_start': False}",0.7802690582959642,0.8071748878923767,0.7757847533632287,0.7792792792792793,0.7856269947077124,0.012551716905800878,1753,0.7949101796407185,0.7859281437125748,0.7964071856287425,0.7892376681614349,0.7916207942858677,0.004237191250534355
0.005481541156768799,0.0008626251630231349,0.0034881234169006348,0.0008631753167844422,0.01,,True,10.0,l1,42,liblinear,0.0001,True,,,"{'C': 0.01, 'class_weight': None, 'fit_intercept': True, 'intercept_scaling': 10, 'penalty': 'l1', 'random_state': 42, 'solver': 'liblinear', 'tol': 0.0001, 'warm_start': True}",0.7802690582959642,0.8071748878923767,0.7623318385650224,0.7792792792792793,0.7822637660081606,0.016052505606764005,1755,0.7949101796407185,0.7859281437125748,0.7949101796407185,0.7892376681614349,0.7912465427888618,0.0038459529367874242
0.006478786468505859,0.000499010456274618,0.003986537456512451,0.00070511697964549,0.01,,True,10.0,l1,42,liblinear,0.0001,False,,,"{'C': 0.01, 'class_weight': None, 'fit_intercept': True, 'intercept_scaling': 10, 'penalty': 'l1', 'random_state': 42, 'solver': 'liblinear', 'tol': 0.0001, 'warm_start': False}",0.7802690582959642,0.8071748878923767,0.7623318385650224,0.7792792792792793,0.7822637660081606,0.016052505606764005,1755,0.7949101796407185,0.7859281437125748,0.7949101796407185,0.7892376681614349,0.7912465427888618,0.0038459529367874242
0.00647813081741333,0.001114088072567223,0.003238976001739502,0.0004316402405182113,0.01,,False,1.0,l1,42,liblinear,0.0001,True,,,"{'C': 0.01, 'class_weight': None, 'fit_intercept': False, 'intercept_scaling': 1, 'penalty': 'l1', 'random_state': 42, 'solver': 'liblinear', 'tol': 0.0001, 'warm_start': True}",0.7802690582959642,0.8071748878923767,0.7757847533632287,0.8018018018018018,0.791257625338343,0.01346010101475592,1673,0.7949101796407185,0.7859281437125748,0.7964071856287425,0.7877428998505231,0.7912471022081398,0.004489302585739661
0.006478846073150635,0.0014949443261306943,0.0032390356063842773,0.0004314673317774058,0.01,,False,1.0,l1,42,liblinear,0.0001,False,,,"{'C': 0.01, 'class_weight': None, 'fit_intercept': False, 'intercept_scaling': 1, 'penalty': 'l1', 'random_state': 42, 'solver': 'liblinear', 'tol': 0.0001, 'warm_start': False}",0.7802690582959642,0.8071748878923767,0.7757847533632287,0.8018018018018018,0.791257625338343,0.01346010101475592,1673,0.7949101796407185,0.7859281437125748,0.7964071856287425,0.7877428998505231,0.7912471022081398,0.004489302585739661
0.0052318572998046875,0.0004308479353747016,0.003239572048187256,0.000432121009476636,0.01,,False,5.0,l1,42,liblinear,0.0001,True,,,"{'C': 0.01, 'class_weight': None, 'fit_intercept': False, 'intercept_scaling': 5, 'penalty': 'l1', 'random_state': 42, 'solver': 'liblinear', 'tol': 0.0001, 'warm_start': True}",0.7802690582959642,0.8071748878923767,0.7757847533632287,0.8018018018018018,0.791257625338343,0.01346010101475592,1673,0.7949101796407185,0.7859281437125748,0.7964071856287425,0.7877428998505231,0.7912471022081398,0.004489302585739661
0.005979657173156738,0.0009958744405815405,0.003239452838897705,0.0004312263656777334,0.01,,False,5.0,l1,42,liblinear,0.0001,False,,,"{'C': 0.01, 'class_weight': None, 'fit_intercept': False, 'intercept_scaling': 5, 'penalty': 'l1', 'random_state': 42, 'solver': 'liblinear', 'tol': 0.0001, 'warm_start': False}",0.7802690582959642,0.8071748878923767,0.7757847533632287,0.8018018018018018,0.791257625338343,0.01346010101475592,1673,0.7949101796407185,0.7859281437125748,0.7964071856287425,0.7877428998505231,0.7912471022081398,0.004489302585739661
