Epoch,Loss,Train Accuracy,Test Accuracy,Time,Final Test Accuracy
1.0,0.8836391568183899,0.693125,0.69925,0.2122817039489746,0.8788
2.0,0.6285811066627502,0.7688333333333334,0.7650833333333333,0.12561297416687012,0.8788
3.0,0.5328110456466675,0.7994583333333334,0.7945,0.12558484077453613,0.8788
4.0,0.48062536120414734,0.8159791666666667,0.8121666666666667,0.1454157829284668,0.8788
5.0,0.4456632137298584,0.8253541666666667,0.8205,0.13388800621032715,0.8788
6.0,0.42006948590278625,0.8320208333333333,0.8264166666666667,0.12058091163635254,0.8788
7.0,0.40039166808128357,0.8378333333333333,0.8311666666666667,0.1206660270690918,0.8788
8.0,0.38488492369651794,0.842,0.8353333333333334,0.12059569358825684,0.8788
9.0,0.37256625294685364,0.8451666666666666,0.839,0.11997032165527344,0.8788
10.0,0.3623741865158081,0.8483541666666666,0.8410833333333333,0.11761593818664551,0.8788
11.0,0.3533671200275421,0.851,0.84375,0.11859536170959473,0.8788
12.0,0.3453572690486908,0.8529375,0.8466666666666667,0.11661028861999512,0.8788
13.0,0.3383964002132416,0.8546458333333333,0.8479166666666667,0.12112236022949219,0.8788
14.0,0.33199089765548706,0.8562708333333333,0.8494166666666667,0.11664748191833496,0.8788
15.0,0.32625266909599304,0.858625,0.8508333333333333,0.11899089813232422,0.8788
16.0,0.32117295265197754,0.8602291666666667,0.852,0.11960864067077637,0.8788
17.0,0.31648892164230347,0.8619166666666667,0.8523333333333334,0.11759829521179199,0.8788
18.0,0.3124223053455353,0.863125,0.854,0.11859488487243652,0.8788
19.0,0.3085848391056061,0.8646666666666667,0.8550833333333333,0.11760616302490234,0.8788
20.0,0.3048427999019623,0.8658333333333333,0.85575,0.11760640144348145,0.8788
21.0,0.30138635635375977,0.8669791666666666,0.85675,0.12059688568115234,0.8788
22.0,0.2982083261013031,0.8681875,0.85775,0.12358736991882324,0.8788
23.0,0.29529210925102234,0.8690416666666667,0.8586666666666667,0.11661815643310547,0.8788
24.0,0.2926826775074005,0.8700208333333334,0.8604166666666667,0.12059211730957031,0.8788
25.0,0.28975507616996765,0.8711875,0.8615833333333334,0.12024736404418945,0.8788
26.0,0.2870950698852539,0.872125,0.862,0.11959958076477051,0.8788
27.0,0.28470197319984436,0.8730833333333333,0.8625,0.11917448043823242,0.8788
28.0,0.28247877955436707,0.8740625,0.86325,0.11960005760192871,0.8788
29.0,0.28038325905799866,0.8749791666666666,0.8635,0.11760663986206055,0.8788
30.0,0.2781962752342224,0.8756041666666666,0.86375,0.1285693645477295,0.8788
31.0,0.27616986632347107,0.8761875,0.86425,0.12757301330566406,0.8788
32.0,0.2741773724555969,0.8768958333333333,0.8648333333333333,0.1225900650024414,0.8788
33.0,0.2722010016441345,0.8777916666666666,0.8650833333333333,0.1166067123413086,0.8788
34.0,0.2702347934246063,0.878375,0.8653333333333333,0.1225895881652832,0.8788
35.0,0.2683662474155426,0.8791875,0.8659166666666667,0.11860179901123047,0.8788
36.0,0.26661190390586853,0.8800833333333333,0.8668333333333333,0.11760926246643066,0.8788
37.0,0.2648674547672272,0.88075,0.8679166666666667,0.12058806419372559,0.8788
38.0,0.2631698548793793,0.8810833333333333,0.8686666666666667,0.12372374534606934,0.8788
39.0,0.2614738643169403,0.8816875,0.8688333333333333,0.12162041664123535,0.8788
40.0,0.25979486107826233,0.8822708333333333,0.8693333333333333,0.12169098854064941,0.8788
41.0,0.2582668960094452,0.8828958333333333,0.8691666666666666,0.12255573272705078,0.8788
42.0,0.2564142048358917,0.8837083333333333,0.8691666666666666,0.11561393737792969,0.8788
43.0,0.25509336590766907,0.8842083333333334,0.8694166666666666,0.11760592460632324,0.8788
44.0,0.2536338269710541,0.8847916666666666,0.86975,0.11960005760192871,0.8788
45.0,0.2521171271800995,0.8850208333333334,0.8704166666666666,0.11760592460632324,0.8788
46.0,0.2507514953613281,0.8858125,0.8710833333333333,0.12358570098876953,0.8788
47.0,0.2494092434644699,0.8863541666666667,0.8706666666666667,0.1176149845123291,0.8788
48.0,0.24793367087841034,0.8869583333333333,0.8713333333333333,0.12059640884399414,0.8788
49.0,0.2466895580291748,0.8872916666666667,0.8713333333333333,0.11959004402160645,0.8788
50.0,0.24527983367443085,0.8879375,0.8714166666666666,0.1206057071685791,0.8788
51.0,0.24380414187908173,0.8884375,0.8715,0.11860489845275879,0.8788
52.0,0.24232794344425201,0.8890625,0.8718333333333333,0.1206061840057373,0.8788
53.0,0.24089331924915314,0.8894375,0.8718333333333333,0.11959981918334961,0.8788
54.0,0.23959429562091827,0.889875,0.8718333333333333,0.12458324432373047,0.8788
55.0,0.23816917836666107,0.8902291666666666,0.8724166666666666,0.1225898265838623,0.8788
56.0,0.23695315420627594,0.890625,0.87275,0.12159347534179688,0.8788
57.0,0.23547278344631195,0.8912916666666667,0.8730833333333333,0.1225888729095459,0.8788
58.0,0.23414666950702667,0.8917291666666667,0.8735,0.11959409713745117,0.8788
59.0,0.23289011418819427,0.8922083333333334,0.8740833333333333,0.12058901786804199,0.8788
60.0,0.23180824518203735,0.8927083333333333,0.8745833333333334,0.12406778335571289,0.8788
61.0,0.23060496151447296,0.8930416666666666,0.8746666666666667,0.12358713150024414,0.8788
62.0,0.2294054478406906,0.8936666666666667,0.8744166666666666,0.12458300590515137,0.8788
63.0,0.22810779511928558,0.8941458333333333,0.8745,0.12159299850463867,0.8788
64.0,0.22702638804912567,0.8944583333333334,0.87525,0.12458324432373047,0.8788
65.0,0.22577254474163055,0.8946875,0.87525,0.12358617782592773,0.8788
66.0,0.22475965321063995,0.895,0.8754166666666666,0.12458252906799316,0.8788
67.0,0.22372102737426758,0.8954375,0.8755833333333334,0.1285696029663086,0.8788
68.0,0.22273558378219604,0.8955833333333333,0.8754166666666666,0.12458324432373047,0.8788
69.0,0.22169721126556396,0.8961458333333333,0.87575,0.13255739212036133,0.8788
70.0,0.22054903209209442,0.8961666666666667,0.876,0.1327517032623291,0.8788
71.0,0.21950405836105347,0.8965,0.8761666666666666,0.13062453269958496,0.8788
72.0,0.21831591427326202,0.8970416666666666,0.8761666666666666,0.13358616828918457,0.8788
73.0,0.21721024811267853,0.8976041666666666,0.8760833333333333,0.1315610408782959,0.8788
74.0,0.21600757539272308,0.8982708333333334,0.8765,0.13526606559753418,0.8788
75.0,0.2148989588022232,0.8987291666666667,0.8769166666666667,0.1324474811553955,0.8788
76.0,0.2136109620332718,0.8990833333333333,0.877,0.1345376968383789,0.8788
77.0,0.2123713344335556,0.8995416666666667,0.8769166666666667,0.1315600872039795,0.8788
78.0,0.21093833446502686,0.9000625,0.877,0.13057184219360352,0.8788
79.0,0.2100021243095398,0.9004166666666666,0.8773333333333333,0.13255643844604492,0.8788
80.0,0.20879244804382324,0.9007083333333333,0.8776666666666667,0.13155150413513184,0.8788
81.0,0.20787419378757477,0.9010208333333334,0.8780833333333333,0.13454747200012207,0.8788
82.0,0.20690639317035675,0.901375,0.8783333333333333,0.1322786808013916,0.8788
83.0,0.20585058629512787,0.90175,0.8785,0.13155555725097656,0.8788
84.0,0.20480406284332275,0.9021458333333333,0.8783333333333333,0.1365363597869873,0.8788
85.0,0.203603133559227,0.9028541666666666,0.8786666666666667,0.1316673755645752,0.8788
86.0,0.2025800347328186,0.9033958333333333,0.8789166666666667,0.13056325912475586,0.8788
87.0,0.20157450437545776,0.9038333333333334,0.879,0.13255643844604492,0.8788
88.0,0.20061500370502472,0.9041666666666667,0.8795,0.13256502151489258,0.8788
89.0,0.1995704174041748,0.9046875,0.8800833333333333,0.12956762313842773,0.8788
90.0,0.19869858026504517,0.9052083333333333,0.8805833333333334,0.1315600872039795,0.8788
91.0,0.19772468507289886,0.9055208333333333,0.8805,0.13654351234436035,0.8788
92.0,0.19666792452335358,0.9058125,0.8810833333333333,0.13754010200500488,0.8788
93.0,0.19575069844722748,0.9062083333333333,0.8810833333333333,0.14528107643127441,0.8788
94.0,0.1947563737630844,0.9063541666666667,0.8806666666666667,0.14052987098693848,0.8788
95.0,0.1938048154115677,0.9068541666666666,0.8808333333333334,0.13554596900939941,0.8788
96.0,0.1930159479379654,0.9072708333333334,0.88075,0.13554620742797852,0.8788
97.0,0.1920744925737381,0.9075625,0.8808333333333334,0.1399078369140625,0.8788
98.0,0.19112074375152588,0.9078333333333334,0.8808333333333334,0.143082857131958,0.8788
99.0,0.1902443766593933,0.90825,0.8809166666666667,0.16533923149108887,0.8788
100.0,0.18932902812957764,0.9086041666666667,0.8809166666666667,0.14259791374206543,0.8788
101.0,0.18846242129802704,0.9088958333333333,0.8815833333333334,0.14251112937927246,0.8788
102.0,0.18764136731624603,0.9092916666666667,0.8816666666666667,0.1459043025970459,0.8788
103.0,0.18673475086688995,0.9093541666666667,0.88175,0.15049076080322266,0.8788
104.0,0.18607306480407715,0.9096041666666667,0.8821666666666667,0.1534106731414795,0.8788
105.0,0.18513065576553345,0.9101041666666667,0.8825833333333334,0.13173341751098633,0.8788
106.0,0.18445928394794464,0.9103541666666667,0.88225,0.13057589530944824,0.8788
107.0,0.1835397481918335,0.9106458333333334,0.8825833333333334,0.13066363334655762,0.8788
108.0,0.1827431172132492,0.9111041666666667,0.8826666666666667,0.13147878646850586,0.8788
109.0,0.1821110099554062,0.9111666666666667,0.8829166666666667,0.1336231231689453,0.8788
110.0,0.18115144968032837,0.9115,0.8828333333333334,0.13145828247070312,0.8788
111.0,0.18047995865345,0.9118333333333334,0.8826666666666667,0.13361763954162598,0.8788
